City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
201,namatanai,100,PG,1571175536,74,-3.66,152.44,81.33800000000005,1.76
202,cidreira,100,BR,1571175537,82,-30.17,-50.22,64.34600000000006,11.714
203,tomatlan,0,MX,1571175537,61,19.93,-105.25,89.49199999999999,2.701
204,powell river,90,CA,1571175537,87,49.84,-124.52,51.8,5.7
205,caceres,33,CO,1571175537,69,5.53,-74.53,80.94200000000001,1.523
206,ploemeur,100,FR,1571175538,100,47.73,-3.43,60.00800000000001,6.7
207,hithadhoo,100,MV,1571175538,79,-0.6,73.08,79.73600000000008,3.825
208,pizhanka,100,RU,1571175538,90,57.46,48.54,36.82400000000001,6.265
209,becej,0,RS,1571175538,45,45.62,20.05,68.0,2.993
210,half moon bay,1,US,1571175538,71,37.46,-122.43,80.00600000000003,6.2
211,caravelas,0,BR,1571175539,81,-17.73,-39.27,74.37200000000004,4.77
212,saint-augustin,75,CA,1571175539,50,45.63,-73.98,55.99400000000007,2.6
213,zwedru,49,LR,1571175539,96,6.07,-8.13,73.43600000000006,1.885
214,simao,100,CN,1571175539,94,22.76,100.79,60.33200000000002,0.599
215,nishihara,90,JP,1571175539,71,35.74,139.53,60.998000000000026,2.6
216,broken hill,40,AU,1571175539,59,-31.97,141.45,60.8,1.5
217,ancud,90,CL,1571175540,81,-41.87,-73.83,51.8,2.6
218,mount gambier,90,AU,1571175540,100,-37.83,140.78,50.0,1.0
219,port blair,77,IN,1571175540,76,11.67,92.75,83.80400000000006,5.443
220,fort-shevchenko,44,KZ,1571175540,76,44.51,50.26,58.91000000000008,4.267
221,lompoc,1,US,1571175540,63,34.64,-120.46,84.99199999999999,4.6
222,poplar bluff,75,US,1571175540,78,36.76,-90.39,73.4,2.028
223,bundaberg,90,AU,1571175541,73,-24.87,152.35,75.99199999999999,3.1
224,vao,100,EE,1571175541,85,59.1,26.19,42.38600000000007,5.34
225,glenwood springs,1,US,1571175541,10,39.55,-107.33,68.0,2.279
226,mozarlandia,64,BR,1571175541,24,-14.74,-50.57,94.13600000000008,0.988
227,ternate,20,PH,1571175542,78,14.29,120.72,78.99800000000002,0.5
228,yar-sale,100,RU,1571175542,88,66.83,70.83,29.588000000000044,10.339
229,natal,0,BR,1571175542,78,-5.81,-35.21,80.6,5.7
230,pangoa,0,PE,1571175542,41,-12.12,-73.0,90.10400000000006,1.618
231,khandyga,86,RU,1571175542,97,62.65,135.58,8.564000000000032,0.733
232,severodvinsk,75,RU,1571175543,93,64.56,39.82,35.6,1.0
233,port-gentil,75,GA,1571175543,94,-0.72,8.78,78.80000000000001,2.6
234,airai,100,TL,1571175543,93,-8.93,125.41,62.81600000000001,1.125
235,rye,1,US,1571175543,39,40.98,-73.68,64.99400000000009,1.5
236,mbini,40,GQ,1571175543,100,1.58,9.62,78.80000000000001,2.1
237,khani,0,GE,1571175544,82,41.96,42.96,59.0,5.1
238,noumea,20,NC,1571175544,53,-22.28,166.46,73.99400000000009,2.6
239,malinovskiy,64,RU,1571175544,87,54.15,34.53,44.38399999999999,2.282
240,kaitangata,100,NZ,1571175544,84,-46.28,169.85,51.00800000000001,0.89
241,eirunepe,89,BR,1571175545,64,-6.66,-69.87,83.984,1.149
242,thinadhoo,100,MV,1571175545,84,0.53,72.93,77.82800000000006,5.124
243,saint-philippe,75,CA,1571175545,50,45.36,-73.48,55.99400000000007,5.1
244,kungurtug,0,RU,1571175545,49,50.6,97.53,29.78600000000007,1.67
245,olinda,90,AU,1571175545,82,-37.84,145.39,57.992,1.5
246,greenwood,100,CA,1571175546,54,49.09,-118.68,48.056000000000026,1.685
247,todos santos,20,MX,1571175546,62,23.45,-110.23,87.00800000000001,5.7
248,omsukchan,100,RU,1571175546,96,62.53,155.8,9.410000000000082,2.49
249,manta,66,RO,1571175546,64,45.1,24.1,54.842,1.32
250,isangel,40,VU,1571175547,64,-19.55,169.27,75.2,5.1
251,post falls,1,US,1571175547,50,47.71,-116.95,60.998000000000026,2.1
252,rorvik,0,NO,1571175547,66,64.86,11.24,45.44600000000005,7.147
253,la ronge,90,CA,1571175547,80,55.1,-105.3,35.6,1.0
254,swan hill,59,AU,1571175548,80,-35.34,143.56,56.26400000000004,1.868
255,honiara,75,SB,1571175548,83,-9.43,159.96,80.6,0.473
256,wuwei,0,CN,1571175548,63,37.93,102.64,39.938000000000045,1.075
257,long xuyen,20,VN,1571175549,100,10.39,105.43,78.80000000000001,0.5
258,alvaraes,40,BR,1571175549,83,-3.22,-64.8,77.0,2.6
259,sorland,34,NO,1571175549,56,67.67,12.69,44.51000000000008,1.843
260,constitucion,40,MX,1571175549,22,23.99,-104.67,82.00400000000005,2.1
261,tianpeng,100,CN,1571175550,74,28.88,112.34,57.524000000000015,4.9
262,road town,40,VG,1571175550,83,18.42,-64.62,84.2,2.1
263,auki,100,NG,1571175550,67,12.18,6.51,79.10600000000002,3.962
264,mascota,40,MX,1571175550,70,20.53,-104.79,89.99600000000005,4.1
265,hamilton,75,CA,1571175550,50,43.26,-79.87,60.998000000000026,2.1
266,reconquista,100,AR,1571175551,94,-29.14,-59.64,56.67800000000007,3.88
267,libreville,20,GA,1571175551,83,0.39,9.45,80.6,3.1
268,kikwit,4,CD,1571175551,96,-5.04,18.82,69.20600000000003,0.351
269,taywarah,0,AF,1571175551,60,33.35,64.42,33.458000000000006,1.082
270,atherton,90,AU,1571175552,77,-17.27,145.48,73.99400000000009,1.5
271,fairbanks,40,US,1571175552,46,64.84,-147.72,33.008,2.6
272,ayan,0,IR,1571175552,37,38.23,44.7,43.50200000000008,1.212
273,buraydah,60,SA,1571175552,30,26.33,43.97,82.4,3.6
274,novikovo,91,RU,1571175553,86,51.15,37.89,51.96200000000006,2.442
275,llanes,100,ES,1571175553,95,43.42,-4.75,69.00800000000001,6.237
276,bibbiena,40,IT,1571175553,93,43.7,11.82,64.00400000000005,2.6
277,coquimbo,64,CL,1571175553,67,-29.95,-71.34,62.6,5.7
278,cardston,75,CA,1571175553,34,49.2,-113.32,53.99600000000005,4.376
279,lorengau,100,PG,1571175554,72,-2.02,147.27,83.75,4.229
280,mahebourg,40,MU,1571175554,83,-20.41,57.7,69.80000000000001,3.85
281,luderitz,0,NA,1571175554,21,-26.65,15.16,84.2,4.6
282,honningsvag,75,NO,1571175554,71,70.98,25.97,35.6,2.6
283,mutata,100,CO,1571175555,93,7.24,-76.44,74.28200000000001,0.416
284,uray,99,RU,1571175555,94,60.13,64.8,39.254000000000055,2.919
285,puerto madryn,86,AR,1571175555,53,-42.77,-65.04,53.06000000000009,8.66
286,sarakhs,0,TM,1571175555,33,36.54,61.16,51.8,0.529
287,la orilla,0,MX,1571175556,75,18.0,-102.23,84.61400000000003,3.509
288,santa barbara,1,US,1571175556,26,34.42,-119.7,86.0,3.6
289,carahue,75,CL,1571175556,55,-38.71,-73.16,64.4,5.1
290,sitrah,5,BH,1571175556,70,26.15,50.62,87.80000000000001,0.5
291,fevik,100,NO,1571175557,100,58.38,8.68,46.99400000000007,4.1
292,kamaishi,0,JP,1571175557,78,39.28,141.86,43.556000000000026,2.473
293,camacha,9,PT,1571175335,77,33.08,-16.33,68.0,1.5
294,marawi,32,PH,1571175557,90,8.0,124.29,75.00200000000008,2.68
295,grodzisk wielkopolski,2,PL,1571175557,87,52.23,16.36,60.00800000000001,3.1
296,dakar,20,SN,1571175558,94,14.69,-17.45,82.4,1.0
297,kohlu,0,PK,1571175558,33,29.9,69.25,65.55200000000008,0.396
298,liwale,12,TZ,1571175558,74,-9.8,37.92,74.642,1.728
299,atar,100,MR,1571175558,33,20.52,-13.05,89.18600000000006,4.756
300,nola,100,CF,1571175558,98,3.52,16.05,68.57600000000009,0.678
301,comodoro rivadavia,75,AR,1571175559,54,-45.87,-67.48,55.400000000000006,7.2
302,araouane,0,ML,1571175559,17,18.9,-3.53,94.02800000000008,4.97
303,lima,2,PE,1571175559,64,-12.06,-77.04,69.80000000000001,4.1
304,talnakh,75,RU,1571175559,92,69.49,88.39,21.2,11.0
305,buala,96,SB,1571175559,79,-8.15,159.59,81.12200000000004,4.137
306,dukhovshchina,44,RU,1571175560,89,55.19,32.41,43.12400000000001,2.989
307,izhma,91,RU,1571175560,93,65.01,53.91,32.288000000000046,3.628
308,warrington,20,GB,1571175560,100,53.39,-2.59,51.998000000000026,3.6
309,voh,23,NC,1571175560,60,-20.95,164.69,70.34000000000003,5.651
310,beira,75,ES,1571175560,82,43.2,-8.36,62.00600000000003,6.7
311,clyde river,75,CA,1571175567,86,70.47,-68.59,26.6,3.6
312,abu zabad,66,SD,1571175567,56,12.35,29.25,83.71400000000003,0.974
313,touros,20,BR,1571175567,73,-5.2,-35.46,77.0,4.1
314,batsfjord,75,NO,1571175568,86,70.63,29.72,32.0,4.1
315,kutum,100,SD,1571175568,56,14.2,24.66,77.82800000000006,1.17
316,geraldton,75,CA,1571175568,70,49.72,-86.95,44.6,3.6
317,barras,98,BR,1571175568,57,-4.24,-42.29,82.27400000000002,2.676
318,coihaique,90,CL,1571175568,47,-45.58,-72.07,62.6,1.5
319,uvat,16,RU,1571175569,96,59.14,68.9,35.13200000000002,2.306
320,saldanha,100,PT,1571175569,80,41.42,-6.55,52.556000000000026,3.692
321,yerbogachen,100,RU,1571175569,93,61.28,108.01,35.312000000000054,3.662
322,oswego,40,US,1571175569,55,37.17,-95.11,69.80000000000001,4.6
323,codrington,0,AU,1571175570,93,-28.95,153.24,71.99600000000005,1.5
324,sur,0,OM,1571175570,50,22.57,59.53,78.7100000000001,1.334
325,aykhal,90,RU,1571175570,100,65.95,111.51,30.2,3.0
326,saurimo,100,AO,1571175570,94,-9.66,20.4,66.25400000000005,1.469
327,koslan,85,RU,1571175571,90,63.46,48.9,31.172000000000036,3.521
328,banda aceh,13,ID,1571175571,92,5.56,95.32,72.80600000000004,1.332
329,caohai,100,CN,1571175571,98,26.87,104.28,51.09800000000003,2.559
330,vostok,89,RU,1571175571,64,46.45,135.83,27.608000000000004,2.787
331,cayenne,0,GF,1571175571,69,4.94,-52.33,82.4,3.1
332,flin flon,75,CA,1571175572,76,54.77,-101.88,37.4,4.1
333,roma,75,IT,1571175572,93,41.89,12.48,66.2,4.1
334,sandovo,93,RU,1571175572,82,58.46,36.41,33.58399999999999,0.79
335,saint-joseph,0,FR,1571175573,55,43.56,6.97,64.4,6.7
336,voskresenskoye,100,RU,1571175573,68,56.84,45.43,35.582000000000015,3.091
337,richards bay,100,ZA,1571175573,85,-28.77,32.06,69.11600000000001,10.182
338,lavrentiya,0,RU,1571175573,75,65.58,-170.99,36.338000000000044,7.983
339,kavieng,100,PG,1571175573,72,-2.57,150.8,83.19200000000001,2.121
340,ivdel,96,RU,1571175574,81,60.7,60.42,36.55400000000005,2.77
341,belaya gora,97,RU,1571175574,96,68.54,146.19,16.591999999999995,2.11
342,kampot,40,KH,1571175574,94,10.62,104.18,77.0,1.0
343,salalah,4,OM,1571175574,74,17.01,54.1,80.6,1.5
344,ust-kuyga,100,RU,1571175574,97,70.0,135.55,7.880000000000042,3.209
345,kysyl-syr,91,RU,1571175575,98,63.9,122.77,18.77000000000006,1.604
346,ostrovnoy,1,RU,1571175575,90,68.05,39.51,28.202000000000076,2.231
347,dickinson,90,US,1571175575,65,46.88,-102.79,42.008,4.6
348,plettenberg bay,33,ZA,1571175575,74,-34.05,23.37,62.492,0.49
349,paramirim,92,BR,1571175576,54,-13.44,-42.24,73.59800000000003,2.233
350,kumluca,30,TR,1571175576,73,36.37,30.29,66.72200000000004,6.005
351,hirara,100,JP,1571175576,82,24.8,125.28,76.55000000000001,10.431
352,mecca,37,SA,1571175576,49,21.43,39.83,87.17000000000007,2.367
353,tezu,0,IN,1571175576,70,27.93,96.16,66.092,1.326
354,pierre,90,US,1571175577,61,44.37,-100.35,46.99400000000007,9.3
355,muros,90,ES,1571175577,93,42.77,-9.06,64.00400000000005,8.2
356,nenjiang,25,CN,1571175577,67,49.17,125.23,31.622000000000035,1.149
357,aripuana,61,BR,1571175577,47,-9.17,-60.63,91.292,1.488
358,belyy yar,61,RU,1571175577,62,53.6,91.39,39.2,1.0
